id,doc_id,title,context,question,answers,answer,context_len,question_len,answer_len,answer_start
mrc-1-000067,18293,미국 상원,"미국 상의원 또는 미국 상원(United States Senate)은 양원제인 미국 의회의 상원이다.\n\n미국 부통령이 상원의장이 된다. 각 주당 2명의 상원의원이 선출되어 100명의 상원의원으로 구성되어 있다. 임기는 6년이며, 2년마다 50개주 중 1/3씩 상원의원을 새로 선출하여 연방에 보낸다.\n\n미국 상원은 미국 하원과는 다르게 미국 대통령을 수반으로 하는 미국 연방 행정부에 각종 동의를 하는 기관이다. 하원이 세금과 경제에 대한 권한, 대통령을 포함한 대다수의 공무원을 파면할 권한을 갖고 있는 국민을 대표하는 기관인 반면 상원은 미국의 주를 대표한다. 즉 캘리포니아주, 일리노이주 같이 주 정부와 주 의회를 대표하는 기관이다. 그로 인하여 군대의 파병, 관료의 임명에 대한 동의, 외국 조약에 대한 승인 등 신속을 요하는 권한은 모두 상원에게만 있다. 그리고 하원에 대한 견제 역할(하원의 법안을 거부할 권한 등)을 담당한다. 2년의 임기로 인하여 급진적일 수밖에 없는 하원은 지나치게 급진적인 법안을 만들기 쉽다. 대표적인 예로 건강보험 개혁 당시 하원이 미국 연방 행정부에게 퍼블릭 옵션(공공건강보험기관)의 조항이 있는 반면 상원의 경우 하원안이 지나치게 세금이 많이 든다는 이유로 퍼블릭 옵션 조항을 제외하고 비영리건강보험기관이나 보험회사가 담당하도록 한 것이다. 이 경우처럼 상원은 하원이나 내각책임제가 빠지기 쉬운 국가들의 국회처럼 걸핏하면 발생하는 의회의 비정상적인 사태를 방지하는 기관이다. 상원은 급박한 처리사항의 경우가 아니면 법안을 먼저 내는 경우가 드물고 하원이 만든 법안을 수정하여 다시 하원에 되돌려보낸다. 이러한 방식으로 단원제가 빠지기 쉬운 함정을 미리 방지하는 것이다.날짜=2017-02-05",대통령을 포함한 미국의 행정부 견제권을 갖는 국가 기관은?,"{'answer_start': [235], 'text': ['하원']}",하원,862,32,2,235
mrc-1-000362,5028,강희제,"강희제는 강화된 황권으로 거의 황제 중심의 독단적으로 나라를 이끌어 갔기에 자칫 전제 독재의 가능성이 보일 수도 있었으나, 스스로 황권을 조절하고 정치의 일부는 재상들이나 대신들과 의논하였으며 당시 궁핍하게 살고 있는 한족들의 사정을 잘 알고 있던 한족 대신들의 의견을 수용하여 정책을 실행하고 선정을 베풀었다. 프랑스의 예수회 선교사 부베는 루이 14세에게 다음과 같이 보고하였다. \n강희제는 세상에서 가장 부유한 군주입니다. 그럼에도 황제인 그의 생활용품들은 사치스러움과 화려함과는 거리가 멀다 못해 소박하기 그지없습니다. 역대 제왕들 가운데 전례없는 일입니다.\n강희제 스스로도 자신이 직접 쓴 《근검록》에서 다음과 같이 쓰고 있다\n모든 비용은 백성들의 피땀으로 얻어진 것이니 주인된 황제로서 절제하고 절제함은 당연한 것이 아닌가\n\n이런 강희제의 인자한 정치는 한족이 만주족의 청나라를 지지하게 만드는 데에 크게 일조하였다. 1717년(강희 56년) 강희제는 〈고별상유〉(告別上諭), 즉 마지막으로 백성들에게 바치는 글을 남겼는데 강희제는 “한 가지 일에 부지런하지 않으면 온 천하에 근심을 끼치고, 한 순간에 부지런하지 않으면 천추만대에 우환거리를 남긴다.”라고 역설하였다. 또한 “제왕이 천하를 다스림에 능력이 있는 자를 가까이 두고, 백성들의 세금을 낮추어 주어야 하며, 백성들의 마음을 하나로 묶고, 위태로움이 생기기 전에 나라를 보호하며, 혼란이 있기 전에 이를 먼저 파악하여 잘 다스리고, 관대하고 엄격함의 조화를 이루어 나라를 위한 계책을 도모해야 한다.”라고 후대의 황제에게도 이를 훈계하였다. 강희제는 황제로서 자식과 같은 백성들에게 이런 당부의 말을 남겨 황제로서의 도리를 다하려 하였다.",강희제가 1717년에 쓴 글은 누구를 위해 쓰여졌는가?,"{'answer_start': [510], 'text': ['백성']}",백성,850,30,2,510
mrc-0-002965,43399,제50노섬브리안 보병사단,"이집트로 이어지는 해안 도로는 1개의 사단만이 방어할 수 있었으며 엘 아뎀 요새와 남아있는 영국 기갑군 잔병들에 의해서만 출입이 가능했다. 이러한 임무는 남아프리카 연방군에게도 할당되었다. 제50사단은 동쪽에서 싸우는 대안으로 좌측을 선택하여 독일 기갑 사단의 편제를 통과하거나 이탈리아 기갑사단 주위로 긴 방어선을 형성하는 것을 목표로 했다. 그들 모두를 파괴하는 것은 거의 불가능했는데, 그 이유는 사단은 혼성 부대로 이루어져 있었기 때문이다. 제5이스트요크셔와 제9더럼경보병부대가 형성한 교두보를 담당하여 이탈리아 전선으로 진입하는 것이 그들의 임무였다. 혼란과 혼돈 속에서 혼성 부대는 독일군이 장악한 동쪽보다 남쪽으로 이동하여 이집트 국경인 마델레나 요새로 이동했다. text=교두보에 있었던 적은 독일군 포병이 지원하는 이탈리아 군이었다. 그들은 기습으로 매우 놀란 것 같았다. 그들이 전 사단이 그들의 전선을 곧바로 통과하는 것을 깨달았는데 밤이 되기 전이었다. 몇몇 차량은 지뢰로 파괴되고, 다른 차량들은 불에 탔지만, 우리의 모든 사단은 적은 사상자를 냈고, 공격대대도 그들의 임무를 성공적으로 마쳤다. 보병은 마차에 탔고, 이탈리아군은 참호에 그들의 무기와 장비를 남겨둔 채 도망갔다. 더럼경보병여단의 제9대대와 제6대대의 소규모 부대는 제69여단 요새 뒤에서 주둔한 이후 해안도로를 따라 후퇴하면서 이탈리아 군인들이 돌파를 알리는 것을 보았다. 독일군 포병 및 보병과 남아프리카 공화국 보호부대의 실수로 공격을 받기는 했으나 혼성 부대는 독일군을 돌파하며 포로까지 잡았다. 6월 17일에서 18일까지 이들은 비르 엘 타라타에서 재집결했다.",참호 속에 무기와 장비를 버리고 도주한 집단은?,"{'answer_start': [583], 'text': ['이탈리아군']}",이탈리아군,816,26,5,583
mrc-0-000424,52733,팀 웨이크필드,"2009년 웨이크필드는 레드삭스와 함께 자신의 15번째 시즌에 들어갔다. 4월 15일 웨이크필드는 테리 프랭코나 감독에게 ""난 상태들을 이해하고, 당신이 알아야 할 것이 있습니다. 무슨 일이 일어나던지 날 꺼내지 말고 내가 계속 갈수 있게 하시오.""라고 말하였다. 그는 8번째 이닝으로 무안타를 들고 가 완료 경기의 우승을 얻었다. 42세의 나이로 이 일은 그를 최연장 레드삭스의 투수가 완료 경기를 투구한 것으로 만들고, 이번에는 7 이닝과 비로 짧아진 경기인 2연속 완료 경기를 그가 투구할 때 그의 다음 출발에서 그가 깰 기록이었다.\n\n웨이크필드는 6월 27일을 통하여 10 승 3 패의 기록과 팀을 이끌었다. 7월 3일 자신의 출발과 함께 웨이크필드는 프랜차이즈 역사상 가장 많은 출발로 로저 클레멘스를 엎섰다. 투수판에 그의 성공은 그해의 올스타 선발 당시 10개의 우승과 함께 메이저 리그에 그를 정상으로 놓았다. 7월 5일 그는 아메리칸 리그의 올스타로서 공고되었고, 42세의 나이에 2번째 연장자 첫 올스타로 만들어졌다. 올스타 브레이크에 의하여 웨이크필드는 메이저 리그 최고 기록 11 승 3 패를 소유하였다. 웨이크 필드는 자신이 조 매던에 의하여 필요하지 않으면서 세인트루이스에서 활동을 보지 않았다. 웨이크필드는 아래 등과 종아리 부상과 함께 다음 6주를 놓쳤다. 그는 시카고 화이트삭스를 상대로 8월 26일 자신의 다음 출발을 이루어 하나의 득점과 함께 7개의 이닝을 투구하였다.",웨이크필드가 15번째 시즌에 활약한 팀의 이름은?,"{'answer_start': [13], 'text': ['레드삭스']}",레드삭스,731,27,4,13
mrc-0-002035,48931,종로경찰서 폭탄투척 사건,"종로경찰서 폭탄투척 사건은 1923년 1월 12일 의열단원 김상옥이 종로경찰서에 폭탄을 투척한 사건이다.\n\n김상옥은 폭탄과 권총을 지닌 채 잠입하여 밤 8시 10분경 종로경찰서에 폭탄을 던졌다. 폭탄은 서쪽 경무계 사무실에서 터졌지만, 퇴근 시간 후에 벌어진 일이라 경찰 측 인명 피해는 없었다. 그 대신, 때마침 부근을 지나가던 매일신보 사원 5명과 민간인 7명이 파편에 맞아 중경상을 입었다. 그 후 삼판동으로 몸을 숨겼으나 일본 경찰의 추격을 받아 형사부장 마에무라[前村]와 경감 우메다[梅田]를 저격한 뒤 어의동으로 달아나 몸을 숨겼다.\n\n1월 22일, 위치가 발각되어 일본 경찰에 포위당해 3시간 동안 총격전을 벌인 끝에 권총으로 자결했다.\n\n학계에서는 폭탄투척의 실행자가 김상옥이라는 설이 정설이지만, 오래 준비해 온 사이토 마코토 총독 암살을 앞두고 일어난 일이라는 점, 자결했기 때문에 당사자의 진술이 없다는 점, 폭탄투척 당시에 목격자가 없다는 점 등을 근거로 다른 조직의 소행이라는 이설(異說)이 있다\n\n이 사건으로 김상옥은 1962년 건국훈장 대통령장에 추서되었다.",김상옥이 종로경찰서에 폭탄을 던진 직후 피신한 곳은?,"{'answer_start': [228], 'text': ['삼판동']}",삼판동,559,29,3,228
mrc-1-000955,42889,셔틀맨,"이영수\n\n키와 체중은 174cm에다 62kg이다. 혈액형은 B형이며, 셔틀맨의 남주인공이다. 고등학교 1학년 때 박일진에게 빵 심부름을 강요당하고 있었다.\n셔틀맨 인재를 발굴하기 위해 잠시 이영수의 학교에 온 김건을 만나 자신이 짝사랑하던 여학생 심연희와 함께 사립 김노인 고등학교로 간다. 김건의 말과 적성검사를 통해 자신이 셔틀맨에 소질이 있다는 사실을 알게 되고 독서와 신체적 훈련을 하면서 성정하고,방학 때 떠난 사막 훈련장에서 연희의 실수로 벗아났을 땐 길을 잃고 쓰러진 세 명의 아랍인들,택시 기름이 다 떨어진 택시기사와 택시,스핑크스를 기절한 연희,민석이를 부축한 채로 사막 훈련장에 도착하는 괴력까지 발휘한다.\n25살 때 SME의 직원이 된다.인기투표 순위는 4위.\n\n김건\n\n키와 체중은 186cm에 74kg. 또한 혈액형은 B형이며, 남학생치곤 긴 편인 머리를 반묶음으로 묶은 백발이며 훤칠한 미소년이다.\n어렸을 때부터 셔틀맨에 남다른 재능이 있었고,할아버지가 세운 학교로 갈 전학생을 모집하기 위해 가끔씩 다른 학교로 간다.입담이 매우 좋을 뿐 아니라 달리기도 잘하며,어렸을 때부터 훈련을 한 덕분에 몸매와 체력도 아주 좋으며 독서광이다.빵 심부름을 억지로 하는 영수와 달리 빵 심부름을 하는 것을 자랑스럽게 생각한다. 다만 독설을 잘하고 삿대질을 하는 버릇 때문에 중학교 시절 친구였던 찬희는 그런 건이를 싫어하게 되었고,영수 역시 그런 건이를 부담스러워 한다.\n사립 김노인 고등학교의 조교를 맡고 있다.25살 때 SME의 직원이 되었지만 여전히 조교를 맡고 있었다.인기투표 순위는 2위.\n\n심연희\n\n키와 체중은 164cm에 48kg. 혈액형은 O형이며, 눈매가 둥글둥글한 영수와 달리 눈매가 올라간 고양이 상이며 속눈썹이 짙은 편이다.\n청순한 이미지와 달리 특이한 성격 때문에 친구가 없다.예쁜 외모로 남학생들에게 인기가 많았지만 연희 본인은 매우 귀찮았으며,연희 본인이 관심도 없었던 영수에게 고잭을 받자 냉정하게 거절한다.\n건이의 카리스마와 잘생긴 외모에 반했지만,자신의 성격을 알고도 자신을 이해해주고 친절하게 대하려고 했던 영수를 점점 좋아하게 되어 25살 땐 결혼까지 한다.\n연희의 소통 능력은 고릴라,희귀동물,정신질환자와도 자연스럽게 어울릴 정도로 남달랐으며,연희는 자신의 소통 능력을 활용해 임상심리사가 된다.",김건의 할아버지가 세운 학교는?,"{'answer_start': [149], 'text': ['사립 김노인 고등학교']}",사립 김노인 고등학교,1161,17,11,149
mrc-0-001920,21016,파트라,"파트라(민중 그리스어: Πάτρα) 또는 파트라이(고대 그리스어: Πάτραι)는 그리스에서 세 번째로 큰 도시로, 아테네와는 서쪽으로 215km 떨어져 있다. 펠로폰네소스 반도 북부에 위치하며, 서그리스 주의 주도이자 아하이아 현의 현도이다. 이 도시는 파트라 만을 내려다보는 파나헤코 산 기슭에 자리잡고 있다. 파트라의 광역 도시권에는 222,460명의 주민이 살고 있다. \n\n파트라 도심지의 역사는 4천 년에 이른다. 고대 로마 시대에 파트라는 동부 지중해의 세계 도시였으며, 기독교 전승에 따르면 파트라는 성 안드레아가 순교한 곳이기도 하다. 그리스에서 ""서쪽으로 가는 관문""이란 별명이 있는 파트라는 상업 중심 도시이며, 이곳 항구는 이탈리아와 서유럽과 소통하고 교역하는 거점이다.\n\n파트라에는 많은 학생을 수용하는 두 공립 대학교와 기술원 한 곳이 있어 이 도시가 기술 교육에서 우수한 지위를 점한 주요 과학 중심지임을 보여 준다. 리오-안티리오 다리는 파트라의 동쪽 끝 지점인 리오 교외와 안티리오를 연결하며, 그리스 본토와 펠로폰니소스 반도를 잇는다. 해마다 봄이면 이 도시는 유럽에서도 대규모이며 매우 화려한 사육제가 열린다.",아테네와 파트라간의 거리는?,"{'answer_start': [76], 'text': ['215km']}",215km,587,15,5,76
mrc-0-005499,8208,승리자동차련합기업소,"2000년부터 갱신 현대화된 승리-58형 등의 양산에 주력하였는데, 기업소에 파견된 2월17일 과학자 기술자 돌격대들과 함께 신형 자동차용 기화기를 개발하고 기술발표회도 진행하였다. \n\n2001년들어 2.5톤 유도로를 보수하는 가운데 주물직장에서 흑연주철 생산공정을 새로 개조하였다. \n\n차량 문 생산 공정과 차부속품 공장의 볼반, 선반, 후라이스반, 연마반 등의 가공 설비를 개조하고 복구하였으며 승리호 등의 엔진 블록 생산을 회복하였다. \n\n2004년부터는 소재 생산 부문의 가동률 제고를 위한 설비 보수와 자주호 자동차의 기관 출력을 높이기 위한 개조 사업을 진행하였으나 주물 직장의 주강로와 저주파유도로에 새로운 용해 방법을 도입하고 용접봉을 쓰지 않는 프라즈마 절단기를 자체 제작하였으며 주물직장 조형 흐름선의 컴퓨터화를 진행한 것 이외에 다른 성과가 없었던 것으로 보인다.\n\n2009년 3월 김정일이 방문하여 품질 제고와 생산 정상화를 위한 CNC 공작기계 도입, 생산 공정 현대화의 밑자금 효율적 사용, 협동품 보장 문제 해결 등을 지시하였으며 이후 2012년까지 생산공정 현대화 목표를 설정하고 작업에 착수하게 되었다.\n\n이 같은 노력의 성과로 5월에 승리호 차축 직장에서 계획을 2배 이상 수행하는 등 승리 58호 생산계획을 완수했다고 하며 열처리 소경제를 자체 원료를 이용하여 새로 개발하고 계단식 소경에 의한 열처리 공정을 새롭게 확립하였다. \n\n2010년 들어 엔진분공장의 공작기계들을 CNC화 하는데 힘을 집중하였는데 희천공작기계종합공장과 구성공작기계종합공장의 CNC 설비들을 기본으로 승리호, 자주호 엔진 블록 가공 라인과 엔진 조립 라인들의 설비들을 일부 교체하여 가동 효율을 개선하였으며 주조 공정과 형단조 공정을 현대화하기 위한 사업에서도 성과를 거두었다. \n\n이 같은 엔진 생산공정 현대화작업은 당초 목표인 2012년 이후에도 진행되었으며 이 작업이 진행되는 가운데 10월에 신형 화물자동차 시제품 제작에 착수하였다. \n\n2013년 2월 승리호, 자주호 기관 생산공정에 설치한 크랑크축연마반 등 신형 CNC 설비들의 시운전에 성공하였으며 하반기에 기본생산에 들어가기 위해 가동준비를 진행하였다. \n\n2017년 김정은이 현지지도를 갔을때 현재 승리자동차련합기업소의 조립 라인을 보고 한심하게 생각하여 더욱 힘을 써야하고 현대화의 기치를 높게 다져야한다고 명령을 내렸고 현대화를 하라고 명령을 내렸다. \n\n그리하여 조선민주주의인민공화국은 개건 현대화를 위하여 돈을 투자하기 시작을 하였음을 알수가 있었고 특히 조립 라인의 복구와 가공 라인의 복구를 전면적으로 나섰다. \n\n그리고 박봉주 총리의 현지 료해와 특히 최룡해 최고인민회의 상임위원장의 현지 료해를 통하여 많은 노하우를 전수를 하였으며 특히 김재룡 총리도 자주 승리자동차련합기업소로 현지 료해를 갔다.",개건 현대화의 계기가 된 승리자동차련합기업소의 생산 설비는?,"{'answer_start': [1135], 'text': ['조립 라인']}",조립 라인,1414,33,5,1135
mrc-0-002154,51376,뷰포트 (컴퓨터 과학),"뷰포트(viewport)는 컴퓨터 그래픽스에서 영역을 표시하는 폴리곤이다.\n\n여기에 사용되는 윈도(window)라는 용어는 이를테면 창 관리자에 사용되는 개념인 GUI 윈도와 혼동해서는 안 된다. 그 대신 어떻게 윈도가 사람이 방 밖에서 볼 수 있는 바를 제한하는지에 대한 것과 비슷하다. \n\n반면, 뷰포트는 렌더링 장치에 특화된 좌표로 표현되는 영역으로(일반적으로 직사각형), 이를테면 화면 좌표의 화소로 이야기할 수 있으며 이 안에서 관심 대상의 객체가 렌더링 대상이 된다. 월드 좌표 윈도로 클리핑하는 일은 윈도-대-뷰포트 변환을 통해 전달되기 전에 객체에 적용되는 것이 보통이다.\n\n물리적 장치 기반의 좌표가 한 장치에서 다른 장치로 이식하지 못할 것이기 때문에 뷰포트 표현을 위해 소프트웨어 정규화 장치 좌표라는 이름의 추상화 계층을 도입하는 것이 일반적이다. 즉, 이를테면 그래피컬 커널 시스템(GKS)과 이후의 시스템들이 여기에서 영향을 받은 것으로 보인다. \n\n3차원 컴퓨터 그래픽스에서는 3차원 장면을 가상 카메라의 위치에 투사하기 위해 사용되는 2차원 직사각형을 의미한다. 뷰포트는 전체 이미지가 표시될 부분을 보여주기 위해 사용되는 화면의 영역이다. \n\n가상 데스크톱에서 뷰포트는 시각화 장치보다 더 큰 2차원 영역의 보이는 부분을 의미한다.\n\n웹 브라우저에서 뷰포트는 전체 문서의 보이는 부분을 뜻한다. 문서가 뷰포트보다 더 크면 사용자는 스크롤링을 통해 주위의 뷰포트를 이동할 수 있다.",뷰포트는 대개 무슨 모양인가?,"{'answer_start': [209], 'text': ['직사각형']}",직사각형,745,16,4,209
mrc-1-000571,23245,한스 라이헨바흐,"1891년 9월 26일 독일 함부르크에서 유태교에서 개신교로 개종한 아버지(브루노 라이헨바흐)와 개신교 신자인 어머니(젤마 멘첼) 사이에서 다섯 명의 자녀 중 셋째 아들로 태어났다. 아버지는 유태인이었지만 개신교로 개종한 상인이었으며, 어머니는 교사 출신으로 음악에 관심이 많았다. 어린 시절부터 지적 재능이 비상해 대학 입학 전까지 반에서 1등을 놓치지 않았다. 어린 시절 기술자가 되기를 꿈꿨던 그는 슈투트가르트 공과대학에 입학했지만, 곧 공학이 그 스스로의 지적 욕구와 부합하지 않는다는 사실을 알게 되어 전공을 변경했다. 베를린대학, 괴팅겐대학, 뮌헨대학 등을 거치며 수리물리학자 막스 보른, 철학자 에른스트 카시러, 수학자 다비트 힐베르트, 물리학자 막스 플랑크 등의 지도 아래 수학, 물리학, 철학을 연구했다.\n\n1910년에서 1911년에 이르는 1년여 동안 라이헨바흐는 슈투트가르트에 있는 전문대학에서 공학을 연구했다. 1915년, 수학적 확률 이론을 물리적 세계에 적용하는 문제를 주제로 삼아 박사 학위를 받았다. 그 후 몇 년 동안 통신회사에서 일하면서 틈틈이 연구를 계속했다.\n\n라이헨바흐의 박사학위 논문(1916)은 수학적 확률이론이 어떻게 물리 세계에 적용되는지에 관한 문제를 다루고 있다.\n\n1919년에 베를린대학에서 상대성 이론에 대한 아인슈타인의 첫 세미나에 참석한 것을 계기로 학계로 돌아갔다. 자연철학 교수로서 당대의 자연과학자들과 활발한 지적 교류를 나누며 베를린대학을 중심으로 이른바 ‘논리경험주의’ 운동을 이끌었다. 라이헨바흐는 철학이 사변적인 개념 체계를 구성하는 것이 아니라 당대의 자연과학적 지식을 면밀하게 분석함으로써 많은 사람들이 공유하고 동의하며 상호 협력적으로 발전시킬 수 있는 지식 체계를 구축할 수 있다고 보았다. 베를린대학에서 자연과학적 지식에 적용될 수 있는 확률 이론을 발전시킴과 동시에, 당시 뜨거운 논쟁의 주제였던 양자역학에 대한 철학적 분석 또한 진행했다.\n\n1920년 중반 이후부터 라이헨바흐는 슈투트가르트에 있는 폴리테크닉 전문공과대학에서 상대성 이론과 과학철학, 라디오 및 조사방법론에 이르는 다양한 주제들을 강의했고, 이듬해인 1921년 엘리자베스와 결혼하여 두 자녀를 두었다.\n\n1926년 라이헨바흐는 물리철학 교수로 베를린에 돌아왔는데, 아마도 아인슈타인이 큰 도움을 주었던 것으로 추정된다. 그 후 히틀러 정권의 압박을 피하여 터키의 이스탄불 대학에 철학 교수로 취임했다가, 제2차 세계대전 직전에 미국으로 건너가 서부 캘리포니아 대학 철학과의 종신 교수로 임명되었다.\n\n나치의 정치적 압력을 피해 1933년부터 5년간 터키의 이스탄불대학 철학과 학과장을 맡은 라이헨바흐는, 이 시기에 자신 고유의 확률 이론과 기호논리학을 체계화했다. 하지만 터키의 학문적 환경은 당대의 가장 뛰어난 자연과학적 성과들을 과학자들과 공유하고 이를 철학적으로 분석하고자 했던 라이헨바흐의 기대에 다소 미치지 못했다.\n\n미국의 철학자 찰스 모리스(C. Morris) 등으로부터 도움을 얻어 1938년부터 미국 캘리포니아대학 철학과에 재직하게 된 라이헨바흐는, 1953년 갑작스런 심장마비로 사망하기 전까지 활발하고 열정적으로 철학적 탐구를 진행했다. 그는 확률 이론, 기호논리학과 같은 가장 기초적인 철학 분야에 대한 연구 성과를 근간으로 삼아, 당대 최고의 과학 이론이었던 상대성 이론, 양자역학, 통계역학에 대한 철학적 분석을 지속적으로 진행했다. 라이헨바흐는 과학적 지식에 대한 면밀한 철학적 분석을 통해서 인간의 인식과 세계의 본성에 대한 유의미한 철학적 귀결들을 얻을 수 있다고 믿었다. 라이헨바흐가 상대성 이론, 양자역학, 통계역학을 분석함으로써 얻은 철학적 결론들과 주제들은, 21세기인 지금까지도 많은 철학자들과 과학자들의 지적 호기심을 자극하며 연구의 원천을 제공하고 있다.\n\n1953년 4월 9일, 그는 과거 알프스 등반 때부터 고통을 겪어오던 심장병으로 죽음을 맞이했다.",브루노 라이헨바흐의 직업은?,"{'answer_start': [124], 'text': ['상인']}",상인,1944,15,2,124
