id,doc_id,title,context,question,answers,answer,context_len,question_len,answer_len,answer_start
mrc-0-005265,37482,용아병,"델포이의 신탁에 따라 암소를 따라간 카드모스는 테베 땅에 이르렀다. 카드모스는 암소를 잡아서 신들에게 공양하려고 부하들에게 근처의 샘으로 물심부름을 보냈다. 샘은 드래곤이 지키고 있었고, 드래곤은 카드모스의 부하 여럿을 죽인 뒤 카드모스의 칼에 죽었다.\n\n《비블리오테카》에 따르면 이 드래곤은 아레스의 신수였다고 한다. 아테나는 드래곤의 이빨 중 절반을 카드모스에게 주고 그것을 땅에 심으라고 했다. 카드모스가 그렇게 하자 고랑마다 사나운 무장한 사내들이 튀어나왔다. 그들에게 겁을 먹은 카드모스는 그들 사이에 돌을 집어던졌고, 돌을 누가 던졌냐고 시비가 붙은 용아병들은 서로 싸우다가 다섯 명만 남기고 나머지는 모두 죽었다. 살아남은 용아병 다섯은 에키온, 우다에오스, 크토노니오스, 퓌헤레노르, 펠로루스이며, 이 다섯은 카드모스를 도와 테베라는 도시를 건립했다. 카드모스는 드래곤을 죽인 대가로 8년동안 아레스의 노예로 살았고, 그 기간이 끝나자 아레스와 아프로디테의 딸인 하르모니아를 아내로 맞았다. \n\n한편, 미틸레네의 헬라니코스의 판본에 따르면 애초부터 용아병은 다섯 명이 튀어나왔으며, 아레스가 카드모스를 죽이려고 하는 것을 제우스가 나서서 살려 주었다. 용아병들 중 에키온은 뒤에 카드모스의 딸 아가베와 결혼했고, 둘 사이에 태어난 아들 펜테우스가 카드모스의 뒤를 이어 테베의 왕이 되었다.",카드모스의 부하들이 간 곳에는 무엇이 있었는가?,"{'answer_start': [91], 'text': ['드래곤']}",드래곤,677,26,3,91
mrc-0-000532,24395,호반,"제27회와 제73회에 출현한다. 관우는 자신을 저지하는 공수, 맹탄, 한복, 변희를 살해하면서까지 유비에게로 가려 한다. 형양태수 왕식은 그런 관우를 처치하고자 겉으로는 선심을 베푸는 척하며 관역(館驛)에서 하룻밤을 쉬게 한 후 호반에게는 은밀히 명령하기를, ‘천 명의 병사로 역사를 포위하면서 한 사람 한 사람마다 횃불을 들어 3경(更)이 되면 일제히 방화하여 모조리 불태워 죽이라’고 한다.\n\n명을 실행할 준비를 마치고 기다리는데 문득 ‘관운장의 명성을 들은 지 오래인데 그 모습을 모른다. 한번 엿봐야겠다’는 생각이 떠오른다. 관우는 대청에서 왼손으로 수염을 만지며 등불 아래 책을 보고 있었고, 호반은 자신도 모르게 천인(天人)이라고 소리 내어 감탄한다. 이에 누구냐고 묻는 관우에게 자신을 소개한다. 관우는 이전에 호반의 아버지 호화가 전해달라던 서신을 호반에게 건넨다. 호반은 아버지의 서찰을 읽어보고는 하마터면 충량한 이를 해칠 뻔 했다며 왕식의 계획을 모두 발설하고 자신이 성문을 열어 놓을테니 급히 빠져나가라고 한다. 덕분에 관우와 유비의 두 부인이 탈출한다. 호반은 그 후에야 왕식의 명을 수행해 불을 놓는다.\n\n그 후, 관우가 형주를 장악하고 있을 때 관우에게 귀순한다. 관우는 지난 일을 기억해 호반을 두터이 대한다. 219년(건안 24년), 유비가 한중왕(漢中王)에 오른 후 비시를 관우에게 보내 번성(樊城)을 취하라는 명령을 전한다. 관우는 호반한테 비시를 따라가 유비로부터 벼슬을 받으라 한다. 비시와 함께 촉으로 들어간 후로는 등장하지 않는다.",관우를 불태워 죽이려한 사람 누구인가?,"{'answer_start': [68], 'text': ['형양태수 왕식']}",형양태수 왕식,772,21,7,68
mrc-0-000977,10426,오싱,"하지만 슬픈 일들이 그녀의 행복을 질시하고 있었다.\n평생 고생만 한 어머니를 백혈병으로 잃고, 얼마 후 불경기로 가가야가 망한후 매춘부로 전락, 고생하다가 병으로 죽은 가요의 아들 노소미를 입양했다. 그 후 농민운동을 하던 고우타가 가요의 묘 앞에서 체포되어 모진 고문을 당하고 몇 년 후 사상전향을 하고 출옥하였다. 더구나 제2차 세계 대전으로 큰아들 유가 필리핀에서 전사한 사건, 이에 상처받은 수양딸 하스코(田倉初子)가 가출하는 일들도 있었다. 하지만, 가장 큰 슬픔은 사람을 죽이는 전쟁에 애국주의에 근거하여, 가담한 잘못에 죄책감을 느낀 남편의 자살이었다. 그녀는 꿋꿋히 슬픔을 참으면서 작은 아들 히토시, 엄마 오싱의 간곡한 설득으로 집에 돌아온 수양딸 하스코 그리고 딸 데이와 함께 식료품가게를 꾸려나가 여러 지점들을 둘 정도가 된다. 죽은 큰 아들 유를 대신해서 장남역할을 성실하게 해오던 히토시(田倉仁)도 부자집딸 미치코와 결혼한다. 오싱은 결혼할 남자의 누나인 하쓰코가 자신을 대접하느라 바쁜데도 전혀 돕지 않을 만큼 속없고 예의도 없는 철부지 아가씨 미치코가 마음에 전혀 들지 않았지만, 아들이 원하니까 결혼을 허락한다. 이때가 패전으로 잿더미가 된 일본경제가 성장한 1950년대였다. 하지만 오싱의 우려대로 미치코는 가출까지 할 정도로 시어머니의 속을 썩인다. 한가지 다행이라면 아들 노소미와 딸 하스코가 흥미와 적성에 맞는 도공과 수예품가게주인의 길을 걸으면서 스스로 삶을 개척하고 있다는 사실이었다.",제2차 세계 대전에 참전하여 사망한 자식은?,"{'answer_start': [195], 'text': ['큰아들 유']}",큰아들 유,742,24,5,195
mrc-0-000425,19308,이스트앵글리아 왕국,"웨하가 동앵글리아의 초대 왕으로 기록되고, 그 뒤를 우파가 뒤를 잇던, 동앵글리아 왕국은 6세기 초에 형성되었다\n\n749년까지 이스트앵글리아의 왕들은 반신화적인 인물인 우파의 이름을 딴 우핑가스 왕조 출신들이었다. 이스트앵글리아의 래드왈드의 재위 당시인 7세기 초에, 앵글로색슨 왕국들은 평화로운 상태였다. 기독교 신자로 세례를 받은 첫 이스트앵글리아의 왕인 래드왈드는 우드브리지 인근 서튼후에서 배무덤 양식으로 묻힌 인물이라고 많은 학자들에게 여겨진다. 대략 624년경에 그가 사망하고나서 수십 년 동안에, 동앵글리아는 머시아 왕국의 서서히 지배를 받게 되었다. 래드왈드의 후임자들 몇몇은 전투 중에 사망했으며, 이중에는 기독교를 완전히 정착시킨 부르군트의 펠릭스 주교의 지도와 함께, 나라를 다스렸던 시게버트 (641년 전사)가 있었다.\n\n794년에 애설버트 2세가 머시아인들에게 사망하고부터 825년까지, 이스트앵글리아 왕국은 796년에 애드왈드의 잠깐의 시기를 제외하고는 독립 왕국으로서 기능을 상실했었다. 바이킹들이 전투에서 이스트앵글리아군과 전투 중에 전사한 순교왕 에드먼드를 패배시킨 869년까지 왕국은 남아있었다. 879년 이후 바이킹들은 이스트앵글리아에 영구적으로 정착했다. 903년에 추방당한 애슬링의 애설울드가 이스트앵글리아의 데인인들에게 자신의 조카인 대 애드워드에게 전쟁을 일으키게끔 부추겼다. 데인족들의 계속된 패배가 이어진 후인 917년경에 이스트앵글리아는 에드워드에게 복속되었고 잉글랜드 왕국으로 통합되었으며, 이후 백작령이 되었다.",우핑가스 왕조의 이름은 어디서 유래하였나?,"{'answer_start': [86], 'text': ['반신화적인 인물인 우파']}",반신화적인 인물인 우파,766,23,12,86
mrc-0-002011,5510,제1차 세계 대전,"양측 모두 2년 동안 서로에게 결정적인 타격을 줄 수 있는 공격을 하지 못했다. 1915~1917년 동안, 대영제국 및 프랑스는 전략, 전술적 방향의 측면의 선택 때문에 독일보다 더 많은 사상자로 고통받았다. 독일은 오직 하나의 주요 공세만 시도했지만 연합군은 독일의 방어선을 돌파하기 위한 여러 시도를 하였다.\n\n1916년 2월 독일은 프랑스의 베르됭에서 프랑스 진지를 공격하면서 베르됭 전투가 시작되었다. 1916년 12월 프랑스의 반격으로 공세 시작 지점 이전까지 독일군을 퇴각시키기 전까지 전투는 독일군이 많은 이익을 보았다. 프랑스군의 사상자는 엄청났지만, 독일군의 사상자 또한 이에 못지 않게 높아서 양 측 교전국의 사상자는 70만명 에서 97만 5천명 가까이 된다. 베르됭은 프랑스의 의지 및 희생의 상징이 되었다. \n\n1916년 7월부터 11월까지 영국-프랑스군은 솜 전투를 통해 독일군을 공격했다. 이 공격이 시작한 7월 1일 당시 영국 육군은 역사상 가장 큰 사상자가 발생해, 첫날 전투에만 19,240명이 사망하는 등 총 사상자가 75,470명이나 되었다. 솜 공세 전체 기간 동안 영국군의 사상자는 약 42만명이었다. 프랑스군 또한 대략 20만명의 사상자가 나왔으며, 독일군은 50만명의 사상자가 나왔다. \n\n1916년 전체 기간 동안 베르됭에서의 오래된 공격은 솜 전투의 심각한 사상자와 합쳐져 프랑스군이 지쳐 붕괴 위기까지 달했다. 1917년 4월 5일 니벨 공세가 연합국의 실패로 끝난 이후 영국 및 프랑스군의 헛된 정면 공격 시도는 프랑스 병사(poilu)의 프랑스군 반란으로 이어졌다. 동시에 일어난 영국의 아라스 전투는 제한된 범위에서 이루어져 궁극적으로 전략적 가치는 떨어졌지만 더 많은 성공을 거두었다. 아라스 공세의 일부분으로 캐나다 군단이 비미 리지를 점령했고, 이는 해당 국가에게 매우 중요하게 되었다. 캐나다의 국가정체성이 전투로 탄생되었다는 생각은 이후 캐나다의 군사 및 일반 사학계에서 널리 퍼지게 되는 의견이 되었다. \n\n1917년 7월부터 11월까지 이루어진 파스샹달 전투는 이 기간 벌어진 영국의 마지막 대규모 공세(프랑스의 지원)가 되었다. 이 공세는 10월 전장이 진흙탕으로 되기 전까지 연합국 사이의 약속으로 진행되었다. 사상자에 대해서는 많은 의견이 존재하지만 거의 20만명에서 40만명 사이로 추측한다.\n\n서부 전선의 참호전은 몇 년 동안 많은 지역의 점령이 이루어지지 않게 되었고, 그 결과 이 전선은 종종 정적이고 변하지 않는 전선이라고 생각한다. 그러나, 이 기간 동안 영국, 프랑스, 독일은 끊임없는 전술의 발전으로 인해 새로운 전장으로 나타났다.",영국군 약 42만명의 사상자가 발생한 전투가 시작된 연도는?,"{'answer_start': [414], 'text': ['1916년']}",1916년,1306,33,5,414
mrc-0-002585,51125,호르스트 슈만,"그러다가 1944년에 아우슈비츠를 떠나 작센의 군 병원으로 이동한 슈만은 서부전선에서 군의관으로 일하다가 1945년 1월에 멩겔레와 비슷하게 미군의 포로가 되었다. 그러나 독일의 패전 후인 1945년 10월에 호르스트 슈만은 석방되었고,1946년에 그라트벡의 스포츠 관련 의사로 일하면서 전쟁이 끝난 후 한동안 별다른 일 없이 평안하게 지냈다, 그러나 1951년에 사냥 엽총면허증을 발급받으려고 제출한 신청서의 심사 과정에서 경찰 당국은 그가 수배 인물임을 파악하였고 체포영장이 발부되자 낌새를 느낀 그는 여권도 없이 곧바로 해외로 달아났다.\n\n호르스트 슈만은 처음에는 미국을 전전했다 호르스트 슈만이 한동안 어디에 있는지 파악이 되지 않았으나 우연한 기회에 밝혀지게 되었다. 독일에서 발간되는 ""그리스도와 세계""라는 잡지에 아프리카 가나의 오지에서 의학기술을 베푸는 '제2의 슈바이처 박사'라는 기사가 사진과 함께 소개된 것이 결정적이였다. 호르스트 슈만은 가나의 국가수반인 콰메 은크루마가 이끄는 은크루마 정권이 자신을 끝까지 지켜줄 것이라고 믿었지만 1966년 은크루마 정권이 무너지게 되자 곧바로 독일로 이송되었다. 결국 마지막엔 아프리카의 가나까지 달아나기도 했지만 결국 1966년에 가나에서 붙잡혀서 서독정부에 인계되었던 것이다.\n\n1970년 9월에 슈만의 재판이 시작되었다. 슈만은 잡히기 이전부터 이미 나치 독일의 강제수용소에서 1만 5천여명을 학살한 혐의가 있었던 강제수용소 의사로 재판을 받았는데, 호르스트 슈만은 24일 죽음의 감방에서 치명적인 일산화탄소 가스를 집어넣는 버튼을 자기가 눌렀었다고 자백했으며 그는 1만 4천 5백명의 장애인과 정신질환자인 독일 사람과 약 8백여명의 전쟁포로를 학살한 사실을 인정했다, 그러나 6년 간의 수감 생활 끝에 법원은 1972년 7월 29일에 건강상의 이유를 들어 호르스트 슈만을 형무소에서 풀려나게 했다, 의사들의 진단서에는 그의 병세가 매우 위중하다고 기록되어 있지만 그는 11년이 넘는 시간 동안 살았다고 한다. 그러다가 11년 후인 1983년 5월 5일 호르스트 슈만은 77세라는 나이로 천수를 누리고 사망했다.",슈만이 미군에게 포로로 잡혔던 년도는?,"{'answer_start': [59], 'text': ['1945년']}",1945년,1055,21,5,59
mrc-0-003865,6204,조모 케냐타,"1960년 12월 긴급 상태가 향상되었다. 1961년 전 케냐 아프리카 동맹당의 후임 케냐 아프리카 민족 동맹 (KANU)과 케냐 아프리카 민주 동맹 (KADU)이 둘다 그의 석방을 요구하였다. 5월 14일 케냐타는 케냐 아프리카 민족 동맹의 의장이 되었다. 그는 1961년 8월 21일 완전히 석방되었다. 한 의원이 그의 의석을 넘길 때 이듬해 그는 입법 회의로 수용되었고, ""노인""을 의미하는 음제 (mzee)로 알려졌다. 이 단계에서 그는 백인 정착자들에게 케냐를 떠나지 말라고 의문하고 화해를 성원하였다. 1963년 12월 12일 독립이 선언된 후 총리직을 유지하였다. 1964년 12월 12일 케냐타가 대통령으로서 함께 케냐는 공화국이 되었다.\n\n케냐타의 정책은 연속성의 쪽에 있었고, 그는 많은 식민지 시절의 공무원들을 그들의 이전 직업들에 간직하였다. 그는 북동부에서 소말리인 반란자들에 대항하는 데 영국군의 도움을 요청하였고, 1971년 이어서 일어난 나이로비에서 육군 반란은 당시 법무 장관 키틸리 음웬다와 육군 사령관 은돌로 소령이 사임하는 데 강요되면서 좌절되었다. 어떤 영국군들은 국가에 남아있었다. 11월 10일 케냐 아프리카 민주 동맹의 대표들은 케냐 아프리카 민족 동맹의 계급들에 가입하여 일당을 형성하였다.\n\n케냐타는 상대적으로 평화적 대지 개혁을 세웠으며 나쁜 쪽에서 그의 대지 정책들은 그의 친척들과 친구들에게 주어진 대지의 구획 선택권과 함께 케냐 안에서 깊게 부패를 참호로 에워싸졌고, 케냐타는 국가의 가장 큰 대지주가 되었다. 그는 자신의 종족 키쿠유 족을 다른 전부의 종족들의 손실로 호의를 보였다.\n\n 자신의 명성으로 그는 케냐의 유엔 가입을 감시하고, 밀턴 오보테의 우간다와 줄리어스 니에레레의 탄자니아와의 무역 협정들을 체결하였다. 그는 친서방적 반공주의 외교를 속행하였다. 안정은 해외 투자를 끌어들였고, 그는 아프리카 여러 곳에서 영향적 인물이 되었다. 하지만 그의 독재주의적 정책들은 비판을 끌어내고 의견 차이를 일으켰다.\n\n케냐타는 1966년 재선되었고, 다음해 연장한 권력들을 얻는 데 헌법을 바꾸었다. 이 기간은 소말리아와 국경 분쟁과 더많은 정치적 반대를 가져왔다. 그는 키쿠유 족이 이끄는 케냐 아프리카 민족 동맹을 실지로 케냐의 단 하나의 정당으로 만들었다. 그의 비밀 경찰들은 반체제자들을 괴롭혔고, 피오 가마 핀토, 톰 음보야와 J. M. 카리우키 같은 야당 인물들의 살인 사건들로 이어지는 데 의심을 두었다. 어떤이들은 또한 그를 C. M. G. 아르그윙스 - 코드헥과 로널드 응갈라의 사망들로 그를 이어지는 시도를 하였으나 그들이 둘다 자동차 사고에서 사망하면서 이 일은 해명을 필요하는 편이다. 그는 1974년 재선되었는 데 자신이 혼자 나간 자유적도, 공명하지도 않은 선거였다.\n\n케냐타는 논쟁의 인물이었다. 그는 자신의 지배적 키쿠유 족의 남성들이 다른 종족으로부터 대통령을 가지는 아이디어를 좋아하지 않은 것으로 주어진 종족 경쟁드로부터 위험에서 케냐 공화국을 남긴 것으로 그의 비평가들에 의하여 고발되었다. 그는 대니얼 아랍 모이에 의하여 이어졌다.\n\n나이로비의 조모 케냐타 국제공항은 그의 이름을 땄다. 케냐타는 전혀 나이로비에서 밤을 보내지 않았다. 대신 그는 항상 가툰두에 있는 자신의 마을 집으로 몰아졌다.",KANU의 의장이었던 사람이 케냐 대통령이 된 날짜는?,"{'answer_start': [323], 'text': ['1964년 12월 12일']}",1964년 12월 12일,1630,30,13,323
mrc-0-001630,34757,매사추세츠족,"보스턴 만에 20개 마을을 형성하여 3,000여명이 살고 있었다. 미개했지만, 뉴잉글랜드 땅에 약간의 유럽 사람들이 방문하고 있었으며, 1497년에 존 캐벗이 뉴잉글랜드 해안을 탐사했다. 1614년 존 스미스도 방문했지만, 이 땅에 살았던 매사추세츠 족은 1614년에서 1617년까지 재앙을 당했다. 우선 전염병에 시달렸고, 그리고 부근 북동부에서 온 다른 부족이 매사추세츠 부락들을 공격하여 1600년경에 3,000여명이 있던 부족민 대부분이 죽고 매사추세츠 족의 인구는 크게 감소했다. 영국에서 온 청교도 필그림 파더스가 1620년에 보스턴 만에 도착했을 때, 매사추세츠 족의 수는 불과 500명으로 많은 매사추세츠 부락이 괴멸되었다. 1629년에 필그림 청교도들이 첫 정착지로 플리머스의 취락을 형성했을 때, 살아남은 500명의 매사추세츠 족이 인접한 지역에 남아 살았을 뿐이다. 필그림과의 접촉은 부족의 비극이었다. 1633년에 유럽에서 들어온 천연두가 퍼져 더 많은 부족민들의 생명이 사라졌다.\n\n이후 매사추세츠 만 식민지 로쿠스보로 선교사 존 엘리엇이 구약 ‘모세 다섯 책’을 본떠 ‘기도하는 마을’이라는 공동체를 만들고, 매사추세츠 족에 선교를 시작했다. 그 과정에서, 알콘킨어 번역 성경을 만들었다. 매사추세츠 족의 전통은 바로 사라졌다. 다른 부족에서 개종한 사람은 이 기독교 공동체에 두고 1640년까지, 매사추세츠 족은 다른 부족으로 존재하는 것을 그만 두었다. 그러나 모호크 족 등과의 부족 간 분쟁은 끊이지 않았다.\n\n1675년에 왐파노아그 족의 ‘필립 왕’ 메타코멧 추장이 청교도들에 반발해서 일으킨 필립 왕 전쟁이 일어났을 때, 메타 코멧 추장의 반란에 참여했지만, 엘리엇과 개종한 부족민들은 마을로 도망쳤다. 그 중에 매사추세츠 족도 있었고, 결국 백인의 편을 드는 것을 선택했다. 반란을 거부했기 때문에, 반란에 가담한 지파로부터 경멸을 받았고, 매사추세츠 족은 청교도를 도왔다. 그러나 청교도들은 그들을 스파이로 몰아서, 그리고 매사추세츠 족은 다른 기독교로 개종한 부족들과 함께 보스턴 항구 근처의 섬에 감금되어 그곳에서 학살된다. 많은 사람이 죽었지만, 필립 왕 전쟁이 끝난 후, 14개 마을 중 7개 마을, 300명만 살아남았다.\n\n미국 독립 전쟁에서 보스턴 학살의 최초의 희생자가 된 크리퍼스 어턱스는 모계로 매사추세츠 족이었고, 아버지는 흑인 노예였다.",매사추세츠는 어느 지역의 사람들에게 공격을 받아 수많은 사람들이 죽었나?,"{'answer_start': [186], 'text': ['부근 북동부']}",부근 북동부,1178,40,6,186
mrc-0-000070,51406,예천 선몽대 일원,"선몽대 일원은 예천읍지에 수록된 약 450여년 역사를 가진 유서 깊은 곳으로, 선몽대와 선몽대 숲 그리고 그 앞을 흐르는 내성천과 하천 앞에 넓게 펼쳐진 백사장이 함께 어우러져 한국의 전통적 산수미를 보여주는 예천 내성천 유역의 대표적 경승지의 하나이다.\n\n선몽대는 퇴계 이황의 종손이며 문하생인 우암(遇巖) 이열도(1538~1591) 공이 1563년 창건한 정자로서 “선몽대”의 대호 세글자는 퇴계 선생의 친필로 알려져 있으며, 정자 내에는 당대의 석학인 퇴계 이황, 약포 정탁, 서애 류성룡, 청음 김상헌, 한음 이덕형, 학봉 김성일 등의 친필시가 목판에 새겨져 지금까지 전해져 오고 있는 곳으로 선인들의 유교적 전통공간으로서 역사적 의미가 큰 곳이다.\n\n선몽대 숲은 선몽대와 선몽대 뒤편의 백송리 마을을 보호하기 위하여 조성된 우리 선조들의 풍수사상이 깃든 전통적인 마을 숲으로 100~200여년 수령의 소나무 노거수와 은행나무, 버드나무, 향나무 등이 함께 자라고 있으며, 수해방비림, 방풍림, 수구막이숲(홍수로부터 마을을 보호하거나 풍수상 단점을 보완할 목적으로 물길 등을 막기 위해 조성한 숲) 및 비보림(풍수상 단점을 보완하기 위한 숲)의 역할을 해 온 것으로 보인다.\n\n선몽대 일대는 기러기가 내성천에서 풍부한 먹이를 먹고 백사장에서 한가로이 쉬는 형이라고 하여 풍수상 평사낙안형(平沙落雁形)이라 전하고 있는데, 예천에서 안동 방향으로 흐르는 내성천의 강물과 십리에 이른다는 넓게 펼쳐진 백사장이 역사적 유래가 깊은 선몽대와 숲과 함께 어우러져 빼어난 경관을 자아내고 있는 곳으로 경관적·역사적 가치가 큰 경승지로 평가되고 있다.",풍수지리사상의 관점에서 보면 선몽대는 어떤 유형에 속하나요?,"{'answer_start': [669], 'text': ['평사낙안형']}",평사낙안형,814,33,5,669
mrc-0-003840,10999,제1차 삼두정치,"제1차 삼두정치는 로마 공화정 말기 율리우스 카이사르, 그나이우스 폼페이우스 마그누스, 마르쿠스 리키니우스 크라수스 사이에 비밀리에 맺어진 정치적 협력관계를 말한다.\n \n제1차 삼두정치는 대략 기원전 59년에 설립되었는데 당시 로마의 유력자였던 세사람이 원로원의 눈을 피해 서로의 이익을 도모하는 관계로 창설되었고 주창자는 율리우스 카이사르였을 것으로 보인다. \n \n기원전 60년 로마로 돌아온 카이사르는 자신을 반대하는 원로원에 맞서 폼페이우스와 손을 잡았다. 폼페이우스가 카이사르의 집정관 당선을 도와주면 카이사르는 폼페이우스 퇴역병을 위한 토지배분을 추진하기로 비밀리에 합의하고 크라수스도 협력관계에 끌어들였다.\n \n기원전 59년 카이사르는 원로원파인 비불루스와 함께 무난히 집정관에 당선된다. 폼페이우스는 카이사르의 외동딸 율리아와 결혼하고, 카이사르는 루키우스 피소의 딸 칼푸르니아와 결혼했다. 집정관이 된후 카이사르는 삼두정치의 협약에 따라 폼페이우스와 크라수스의 지원으로 농지법을 개혁하고 원로원을 약화를 꾀했다. 카토와 키케로와 같은 원로원파는 이에 저항했으나 퇴역병과 민중을 선동하여 압력을 가한 삼두정치파에 의해 좌절되었다. 공동집정관인 비불루스는 아무런 힘을 발휘할 수 없었고 카이사르는 사실상 남은 임기를 혼자 집정관직을 수행했다. \n또한 카이사르는 삼두정치의 위력을 통해 '바티니우스 법'을 민회에서 간단히 가결시킨다. 이로써 카이사르는 갈리아 트란살피나, 갈리아 키살피나, 일리리아 3개 속주의 총독이 되어 갈리아 전쟁을 치르게 된다.",농지법을 개혁할 당시 카이사르의 직위는?,"{'answer_start': [456], 'text': ['집정관']}",집정관,768,22,3,456
