id,doc_id,title,context,question,answers,answer,context_len,question_len,answer_len,answer_start
mrc-0-004397,51638,인사조직관리,"'근대적 경영학' 또는 '고전적 경영학'에서 현대적 경영학으로 전환되는 시기는 1950년대이다. 2차 세계대전을 마치고, 6.25전쟁의 시기로 유럽은 전후 재건에 집중하고, 유럽 제국주의의 식민지가 독립하여 아프리카, 아시아, 아메리카 대륙에서 신생국가가 형성되는 시기였고, 미국은 전쟁 이후 경제적 변화에 기업이 적응을 해야 하던 시기였다. 특히 1954년 피터 드러커의 저서 《경영의 실제》는 현대적 경영의 기준을 제시하여서, 기존 근대적 인사조직관리를 넘어선 현대적 인사조직관리의 전환점이 된다. 드러커는 경영자의 역할을 강조하며 경영이 현시대 최고의 예술이자 과학이라고 주장하였고 , 이 주장은 21세기 인사조직관리의 역할을 자리매김했다.\n\n현대적 인사조직관리와 근대 인사조직관리의 가장 큰 차이는 통합이다. 19세기의 영향을 받던 근대적 경영학(고전적 경영)의 흐름은 기능을 강조하였지만, 1950년대 이후의 현대 경영학은 통합을 강조하였다. 기능이 분화된 '기계적인 기업조직' 이해에서 다양한 기능을 인사조직관리의 목적, 경영의 목적을 위해서 다양한 분야를 통합하여 '유기적 기업 조직' 이해로 전환되었다. 이 통합적 접근방식은 과정, 시스템, 상황을 중심으로 하는 인사조직관리 방식을 형성했다.",현대적 인사조직관리의 시발점이 된 책은?,"{'answer_start': [212], 'text': ['《경영의 실제》']}",《경영의 실제》,621,22,8,212
mrc-0-000823,47334,계사명 사리구,"동아대학교박물관에서 소장하고 있는 계사명 사리구는 총 4개의 용기로 구성된 조선후기의 유물로, 경상남도 울주군 웅촌면 대복리에서 출토되었다고 전한다. 외함(外函)은 청화명문이 있는 백자이며, 그 안쪽에 납작한 금속제 원형 합 2점과 금속제 원통형 합 등 3점의 그릇이 봉안되어 있다.\n\n바깥쪽의 외함인 백자 합 동체 중앙부 표면에 청화안료로 쓴 “癸巳二月日 施主承表 兩主”라는 명문이 세로로 세 줄에 걸쳐서 쓰여 있어 조선 후기인 계사년에 시주자인 승표 부부가 발원하여 만든 것임을 알 수 있다.\n\n동아대학교박물관의 계사명 사리구는 정확한 제작연대는 알 수 없지만 명문 등을 통해 적어도 17세기 이후에 제작된 것으로 추정되는 작품으로, 명문이 있는 조선 후기 경상도 지역 출토 사리장엄구라는 점에서 중요한 가치를 지닌 작품으로 판단된다.\n\n조선 후기 사리장엄구는 아직까지 조사와 연구가 거의 이루어지지 않았으나, 이처럼 세트를 갖추어 출토된 유물은 비교적 드문 편임을 고려할 때, 이 계사명 사리장엄구는 제작연대와 발원자의 이름이 밝혀져 있으며, 지금까지 출토된 예가 드문 비교적 완전한 세트를 가진 유물이라는 점에서 조선 후기 사리장엄구 연구에 자료적 가치를 지닌 유물이다.",명문이 적힌 유물을 구성하는 그릇의 총 개수는?,"{'answer_start': [30], 'text': ['4개']}",4개,609,26,2,30
mrc-1-000128,26376,황해 해전 (1894년),"이후, 여순항에 피항한 북양함대는 일본 육군에 의해 육지로부터 포위될 뻔 했다. 북양함대는 여순항을 겨우 빠져나와 산동의 웨이하이웨이로 갔지만 일본 해군의 추격으로 결국 항복했다. 일본이 황해의 제해권을 차지함으로써 대륙으로 일본 육군이 진격하는 일이 수월해졌다.\n\n세계 해군사의 전술적 측면에서 볼 때도 단종진에 의한 속사포격전술의 유효성이 널리 알려지는 계기가 됐고, 해전의 기본전술 중 하나로 정착됐다. 일본해군에서는 고속, 속사 전술을 주로한 부대(황해해전의 경우 별동대인 제1유격대)와 저속의 중무장 함대(연합함대본대)가 분업하여 운용되는 형태의 교리가 1945년 패전시까지 유지됐다. 서양에서도 제1차 세계 대전에서 영국과 독일 양국이 전함부대와 고속순양함 부대를 나눠 운용하는 등 황해 해전의 일본해군의 전술은 근현대 해전에 많은 영향을 끼쳤다.\n\n단, 일본 해군 내에서 지적됐던 점은 속도가 느린 함이 청나라 해군의 한가운데에 남겨지거나, 다른 함정의 사격 선상에 다른 배가 끼어들어 포격을 방해한다던지 하는 것이었다. 기함이 대파되어 추격을 단념했던 것에 대해서도, 한층 더 추격해 공격을 속행해야 했다는 지적도 있었다. 한편 일본해군은 전투종료 후, 침몰한 함정에서 탈출해서 바다에 빠진 청국수병들을 한 명도 구조하지 않고 죽게 내버려 뒀다. 이 일은 매우 비인도주의적이며 전근대적인 처사로 당시 국제적으로도 크게 비난 받았고 일본제국주의의 앞날이 매우 인명경시적이며 광기에 어린 핏빛 미래가 될 것을 상징적으로 보여준 행태였다.\n\n청나라는 황해 해전의 패배를 북양함대를 창설한 이홍장과 제독 정여창의 책임으로 돌렸으며, 정여창은 음독자살하고, 적전 도망했던 제원함 함장 방백겸 등이 참수됐다. 이 전투를 계기로 청일 전쟁에서 승기는 일본으로 급격히 넘어가게 되었으며, 청나라 황실은 권위를 잃게 되었고 그 틈을 타고 민족주의와 새로운 혁명의 불길이 중국 내부에서 거세게 타오르게 되었다.",정여창은 어떻게 죽었나?,"{'answer_start': [817], 'text': ['음독자살']}",음독자살,961,13,4,817
mrc-0-001373,6930,장면,"장면은 귀국전 국무총리에 임명되었으나 이듬해인 1951년 2월에 귀국한 후 정식으로 취임하였다. 귀국 무렵 대한민국 국회와 이승만은 갈등하고 있었다. 그는 중간에서 양자의 조정 역할을 하려 했으나 실패하였다 그는 귀국 즉시 총리직에 취임하지 않고, 1주일 간의 여유를 얻어 요인들을 만나 의논해 보았다 그는 “일반적으로 이 박사에 대한 평이 좋지 않아 총리직을 맡을 생각이 간절하지 않았으나 이왕 인준도 받았으니 하는 데까지 하다가 할 수 없으면 그만두라”라는 주변의 의견대로 총리직을 맡게 되었다 당초 이승만은 장면에게 인사권을 위임하겠다고 하였으나, “5석 중 3석을 총리가 정하였으니 내무에는 이순용(李淳鎔), 국방에는 이기붕을 써 주시오”하고 종용하자, 당초 약속과는 달랐으나 장면은 받아들였다 국무총리 재임 중 그는 호화로운 식단을 기피하고 직접 도시락을 싸들고 출퇴근하였다.\n\n \n8월에는 자유당이 창당되자 자유당에 입당했다. 12월에는 원외 자유당이 결성되면서 장면이 속한 자유당은 원내 자유당으로 불리게 되었다. 원내 자유당에서는 1952년 제2대 정부통령 선거에서 그를 대통령 후보로 추대하려는 일파와, 내각 책임제로 개헌하여 대통령직을 유명무실화하게 한 뒤 그를 내각 책임제 하의 국무총리로 추대하려는 세력이 나타났다. 흥사단도 장면을 지지하였다. 이후 흥사단의 지지를 이유로 장면은 흥사단계로 분류되었으나 장면은 이를 부정하였다. 장면을 대통령 후보로 추대하려는 세력과 내각책임제 개헌 후 장면을 총리로 추대하려는 세력의 존재가 이승만의 귀에 들어가면서 장면은 정치적으로 궁지에 몰리게 된다.",장면이 한국으로 돌아온 년도는?,"{'answer_start': [26], 'text': ['1951년']}",1951년,793,17,5,26
mrc-1-001008,5251,레위기,"너는 이스라엘 백성 온 회중에게 이렇게 일러주어라. '나 야훼 너희 하느님이 거룩하니, 너희도 거룩한 사람이 되어라. 레위기 19:2(공동번역성서)\n\n구약 성경 중의 한 부분. 모세오경의 3번째 책이다. '레위(Levi)'는 이스라엘의 12지파중에 레위 지파를 의미하는데, 레위 지파에서 하느님에게 제사를 드리는 사제와 보조자들이 나왔기 때문에 그들에 대한 지침서라는 의미를 가지고 있다.\n\n내용은 모세가 시나이산에서 하느님에게서 받은 율법을 기록한 것으로 전해진다. 전반부는 하느님께 어떻게 제사를 드릴 것인가를 기록했고, 후반부에는 정결한 것과 부정한 것을 구별하는것에 대해서 기록했다.\n\n탈출기의 후반부와 마찬가지로 성경을 읽는 사람들에겐 지루함을 주는 대목이지만, 유대인들에게는 매우 중요한 성서로 꼽힌다. 특히 레위기의 정결함과 부정함의 구별은 예수가 활동하던 당시의 유대교에서는 더 중요한 사상으로 간주되어 의로운 사람과 죄인을 구별하고 차별하는 경지에 이르렀는데, 예수는 이를 타파하려 했고 유대교 지도자들과 논쟁을 벌였다고 한다.\n\n레위기에 나오는 레위지파는 유대계 이름 리바이로 사용된다. 다만, 매튜나 존처럼 많이 쓰이는 이름은 아니다.",유대교의 지나친 차별을 타파하려한 사람은?,"{'answer_start': [497], 'text': ['예수']}",예수,598,23,2,497
mrc-0-005050,35905,조헐,"조왕 헐은 신도에 남아서, 장이를 보내 항우를 도와 입관하게 했다. 기원전 206년에 항우가 진나라를 멸하고 각지에 제후왕들을 봉하면서 원래의 육국의 세력을 약화시키고자 각 나라를 쪼갰고, 자신을 따라온 장수들을 중용해 각각의 본국을 주고 원래의 왕들은 다른 곳으로 옮겼다. 이에 따라 조왕 헐은 대나라로 옮겨졌고, 장이가 나머지 조나라 영역을 받아 항산(恒山) 왕이 돼 서울을 양국에 두었다. 한편 진여는 진나라 멸망에 공이 없다 해 그저 남피의 세 현을 항우에게서 받았다\n\n항우의 분봉에 불만을 품은 진여는 마침 비슷한 불만을 품은 전영이 항우가 쪼갠 세 제나라(제, 교동, 제북)를 아우르고 스스로 제나라 왕이 되어 자신에게 군사적 지원을 해 주자 봉읍에서 군사를 긁어모아 상산국을 공격해 장이를 쫓아냈다. 장이는 한왕 유방에게 달아났다. 대왕 헐은 진여에게 다시 조왕으로 옹립됐고, 그래서 진여를 대왕으로 봉했으며, 대왕을 자기 스승으로 삼아 자신을 돕게 했다\n\n한왕 2년(기원전 205년), 한왕이 서초를 치면서 조에도 함께하기를 청하자, 진여는 장이의 목숨을 대가로 요구했다. 한왕은 장이를 죽이지 않고 진여를 속여 지원을 받아냈다. 한왕 2년 4월, 한왕이 이끄는 제후연합군이 팽성 전투에서 패배했고, 그 과정에서 장이가 죽지 않았음을 알고 즉시 한나라에게서 돌아섰다. 한왕 3년 10월(기원전 204년), 진여는 한나라에서 돌아선 나라들을 공격하러 보낸 한신과 정형에서 싸워 격파돼 저수에서 참수됐고, 조왕 헐도 쫓기다 양국에서 죽어 조나라는 망했다",항우가 진나라를 멸하면서 조왕 헐은 어디로 이동했는가?,"{'answer_start': [166], 'text': ['대나라']}",대나라,767,30,3,166
mrc-1-000120,23218,스티븐 툴민,"≪코스모폴리스≫에서 툴민은 일반성과 보편성을 강조하는 근대 철학의 기원을 찾고, 실질적으로 중요한 실용적 문제를 무시하고 추상적이고 이론적인 문제만을 다룬 근대철학과 근대과학을 비판한다. 툴민은 절대론과 이론적 논증의 추구하는 것은 실용적이지 못하다고 지적했는데 실질적인 문제에 크게 관련이 없기 대문이다. 또, 툴민은 생태학에 관련된 실용적 문제에서 원자폭탄 개발을 개발한 근대과학에 도덕성이 부족하다는 것을 깨닫고 잘못된 현대성이 인간적으로 복귀하려면 네 가지 복귀가 필요하다고 주장했다. 우선, 학문의 초점이 철학자들의 말로 이루어지는 의사소통으로의 복귀, 둘째, 실용적이고 일상에서 일어나는 도덕적 문제를 다루는 개인적이고 상대적인 사건으로의 복귀, 셋째, 지방 또는 명확한 문화적, 역사적 환경으로의 복귀, 넷째, 시간이나 시대에 관련 없는 문제를 다루는 것에서 합리적인 의미가 시간에 따라 변하는 것을 다루는 복귀이다. 이 비판은 ≪이성으로의 복귀(2001)≫에서도 이어지는데, 이 책에서 툴민은 사회의 보편성은 토론과 주요 도덕적 이론, 실제 삶에서 도덕적 위기가 다른 것에서 이루어진 것이라고 말한다 .",툴민은 ≪코스모폴리스≫에서 근대과학과 무엇에 대해 비평하나요?,"{'answer_start': [87], 'text': ['근대철학']}",근대철학,569,34,4,87
mrc-0-001795,32393,멕시코 마약 전쟁,"마르코스 아르투로, 카를로스, 알프레도, 그리고 엑토르 벨트란 레이바의 4형제가 조직한 마약 범죄 카르텔이다. 2004 ~ 2005년, 아르투로 벨트란은 멕시코 북동부 지역의 마약 운송로를 차지하기 위한 다툼에서 시날로아를 위해 운영한 강력한 암살조직을 이끌었다.\n이 조직은 뇌물과 협박으로 멕시코 정치, 법조계와 경찰기구에 침투하여 마약 진압작전에 대한 중요 정보를 빼내었고 심지어는 멕시코의 인터폴에도 잠입하였다.\n2009년 13월에 카르텔의 리더인 아르투로가 멕시코 해병대에게 살해당하자 카르텔 내부에서는 엑토르 벨트란 레이바와 아르투로의 최고 수하였던 에드가르 발데스 비야레알과의 세력 다툼이 발생한다. 동시에 카르텔은 내부 분열로 사우스 퍼시픽 카르텔, 라 마노 콘 오호스, 아카플코 독립 카르텔, 그리고 라 바레도라 등의 소규모 집단으로 나뉘게 되고 후자 2개 조직은 다시 상위 카르텔 내부 분열에 개입하게 되었다.\n멕시코 연방 경찰은 이 카르텔이 완전히 와해된 것으로 여기고 있으며 마지막 지도자였던 엑토르는 더 이상 활동 징후가 없는 도망자 신세에 있는 것으로 알려지고 있다. 미국은 엑토르에게 5백만 불의 현상금을 걸었으며 멕시코 정부는 210만 불의 현상금을 건 상태이다.",카르텔 내부의 세력 다툼이 일어나기 전 카르텔의 리더는 누구였나?,"{'answer_start': [256], 'text': ['아르투로']}",아르투로,613,36,4,256
mrc-0-002319,9945,이내창,"이내창(李來昌, 1962년 ~ 1989년 8월 15일)은 의문사한 대한민국의 민주화 운동가이다.\n\n중동고등학교를 졸업하고 군복무를 마친 뒤 1986년 중앙대학교 안성캠퍼스 조소학과에 약간 늦은 나이에 입학했다. 이후 이내창은 판화 동아리를 창립하는 등 민족 미술 운동에 관심했고 학생 운동에 뛰어들었다.\n\n중앙대학교 미술대학 4학년에 올라가 안성캠퍼스 총학생회장을 지내던 1989년 여름, 거문도의 유림 해수욕장에서 물에 빠진 시신으로 발견되었다. 시신이 발견된 날짜는 여름 방학 중이던 8월 15일로, 총학생회장인 이내창이 주도하기로 되어 있던 교내 8·15 기념식을 앞두고 8월 14일 학교에서 나가는 모습이 목격된 뒤 하룻만이었다.\n\n이 사건은 당시 노태우 정부에서 단순 실족 사건 또는 자살 사건인 것으로 결론 지어졌으나 학생 운동 지도자인 이내창이 아무런 연고가 없는 거문도에서 목격자도 없이 사망했다는 정황에 대해서 많은 사람이 의구심을 품었다. 특히 이내창이 거문도로 가던 길에는 정체 불명의 여자가 동행했다는 증언이 나왔고 이 여자가 안전기획부의 직원이었다는 의혹도 제기되었다.\n\n2002년 대한민국의 대통령 소속 의문사진상규명위원회가 이 사건에 대한 중간 발표를 통하여 1989년 당시의 수사 결과와는 달리 이내창의 거문도행에 동행한 여자 도연주의 신분이 안기부 소속 직원이라는 사실이 확인되었고, 이 여자의 친구로 알려진 현직 군인 백승희를 포함한 다수 남자가 이내창의 사망시점에 거문도에 머물고 있었다고 발표했다. 이러한 발표는 이내창의 변사체가 발견된 이래 오랫동안 제기되었던 타살 의혹 또는 정보 기관 개입설을 뒷받침하는 것이었으나, 국가정보원이 자료 제출을 거부한 탓에 2004년 진상 규명이 더는 불가능하다고 결정됐다. \n\n유해는 경기도 이천 ‘민주화운동기념공원’에 안장되어 있다.",도연주와 백승희는 무슨 사이로 알려졌나?,"{'answer_start': [694], 'text': ['친구']}",친구,910,22,2,694
mrc-1-001438,32409,이탈리안 잡 (1969년 영화),"이탈리아에서 금괴 털이 계획을 세웠던 영국 마피아 단원 로저 베커먼(로사노 브라치)이 알프스 산맥을 넘어가는 이탈리아와 스위스의 국경 인근에서 이탈리아 마피아 알타바니 일당의 견제로 죽음을 당하게 되면서, 베커먼의 아내를 통해 갓 출소한 영국 마피아 단원 찰리 크로커(마이클 케인)에게 그의 유서가 전달된다. 베커먼이 제시한 계획은 이탈리아 피아트 사에서 중국으로 전달되는 금괴 수송 차량이 토리노를 거쳐가는데 이를 탈취하여 영국으로 가져오는 것이었다. 찰리는 이 계획에 참여할 대원 10여명과 특수 개조된 차량을 준비하고 배편으로 이탈리아에 상륙하였으나 알타바니 일당에 발각되어 준비한 차량 3대를 잃는다. 그러나 찰리 일당은 치밀한 준비를 통해 전날 밤 토리노 교통 관제 센터의 전원을 차단하고 내부 컴퓨터에 교통 관제를 교란시키는 프로그램을 심어 놓는다. 다음 날 찰리 일당은 공항을 출발하여 토리노 시내를 거쳐가는 금괴 수송 차량 일행을 혼란에 빠뜨린 후 습격, 금괴를 탈취하여 3대의 미니 승용차에 나누어 싣고 유유히 토리노 시내를 빠져나오는 데 성공한다. 그러나 범행에 사용된 미니 승용차 3대를 모두 버린 후 대원들을 버스로 집결시켜 알프스 산맥을 넘던 중 버스가 커브길에서 미끄러지면서 벼랑에 걸려 꼼짝 못하는 상황에 빠지고 만다.",베커먼이 훔치려고 계획한 금괴는 어디에서 왔나요?,"{'answer_start': [186], 'text': ['이탈리아 피아트 사']}",이탈리아 피아트 사,641,27,10,186
