id,doc_id,title,context,question,answers,answer,context_len,question_len,answer_len,answer_start
mrc-0-001510,34146,금동삼존불감,"불상을 모시기 위해 나무나 돌, 쇠 등을 깎아 일반적인 건축물보다 작은 규모로 만든 것을 불감(佛龕)이라고 한다. 불감은 그 안에 모신 불상의 양식뿐만 아니라, 당시의 건축 양식을 함께 살필 수 있는 중요한 자료가 된다. \n\n이 작품은 높이 18cm의 작은 불감으로, 청동으로 불감과 불상을 만들고 그 위에 금칠을 하였다. 불감 내부를 살펴보면 난간을 두른 사각형의 기단 위에 본존불과 양 옆에 보살상이 있으며, 그 위에 기둥과 지붕으로 된 뚜껑이 덮혀 있다. 법당 모양의 뚜껑에는 앞면과 양쪽에 커다란 창문이 있어서 안에 모셔진 불상을 잘 볼 수 있도록 하였다.\n\n본존불은 얼굴이 추상적이고, 양 어깨를 감싸고 있는 옷은 주름을 간략한 선으로 표현했다. 몸 뒤편에 있는 광배(光背)는 머리광배와 몸광배로 나누어져 있으며, 불꽃무늬로 가장자리를 장식하고 있다. 본존불 양 옆의 보살상도 구슬로 장식된 관(冠)을 쓰고 있다는 점을 제외하면 형식이나 표현 수법이 본존불과 유사하다.\n\n불감은 지금도 금색이 찬란하고 지붕에 녹청색이 남아 있는 등 전체적인 보존 상태가 양호하다. 본존불의 긴 허리, 불규칙하게 나타나는 옷주름, 그리고 보살이 쓰고 있는 구슬로 장식한 관(冠) 등 여러 양식으로 보아 만든 시기는 중국 북방 계통의 영향을 받은 11∼12세기 경으로 추정된다. 이 작품은 고려시대 또는 그 이전의 목조건축 양식과 조각수법을 보여주는 귀중한 예라는 점에서 가치가 크다고 할 수 있다.",11~12세기에 제작된 본존불은 보통 어떤 나라의 특징이 전파되었나요?,"{'answer_start': [625], 'text': ['중국']}",중국,727,39,2,625
mrc-1-000027,5322,윤치호,"혹자는 윤치호의 직계선조인 윤근수, 윤두수로 그의 문중은 당색으로는 서인 소론 계열 출신이었지만 당색에 구애됨없이 정약용의 《목민심서》, 《흠흠신서》, 유형원의 《반계수록》 등 남인계 실학자들이 쓴 저서들도 사서 탐독한 점을 높게 평가한다. \n\n잠이 적었던 그는 새벽에 비교적 많은 시간을 독서와 사색을 할 수 있었고, 나이가 들면서는 더욱 잠이 줄어들어 시간적인 여유가 많아졌다. 1894년 이후 조선에 수입된 커피 역시 그의 피로를 일시적으로 덜어주어 정력적인 독서와 사색의 시간을 돕는 역할을 한다.\n\n어젯밤 추도식을 지낸 다산 정약용이야말로 이조가 배출한, 아니 박해한 위대한 학자다. 그는 천주교로 개종했다는 의심을 받았다. 그의 정적들은 그를 비참하게 만들기 위해 수단과 방법을 가리지 않았다. 이 학자의 진가를 알고 있었던 정조(正祖)가 그를 어여삐 보지 않았더라면, 그는 아마 처형되고 말았을 것이다그는 16년 동안 유배생활을 하면서 매우 광범위한 주제를 다룬 70여 권의 귀중한 원고를 남겼다. 그런데 요즘에도 노론계에 속하는 인사들은 그가 남인이었다는 이유 하나만으로 그의 책을 읽지도, 사지도 않는다. \n\n윤치호는 다산 정약용을 가리켜 조선왕조가 낳은 위대한 천재라며 격찬했다\n\n1930년대 후반 일본 당국과 조선총독부는 조선인과 타이완 등의 식민지와 포로들에 대한 징집, 차출, 공출량을 늘렸으며 황국 신민 교육을 한층 강화했다. 동시에 무장단체들의 활동도 격해져 갔다. 윤치호는 사회가 미쳐돌아가고 있다며 일본과 조선인 간에 벌어지는 광기와 적개심을 비판하였다.",윤치호가 극찬했던 조선시대의 인물은 누구인가요?,"{'answer_start': [585], 'text': ['다산 정약용']}",다산 정약용,783,26,6,585
mrc-0-000965,5382,곤충,"대부분의 곤충은 알에서 태어난다. 몇몇 종은 어미의 몸 속에서 깨어나 일정기간 자란 후 나오는 난태생을 하는 것도 있다. 곤충의 애벌래는 자라면서 껍질을 벗고 새로운 껍질이 생기는 탈피를 한다. 탈피를 한 번 할 때의 기간을 령이라고 하는데, 누에나방은 약 24일 동안 4번의 탈피를 하며 각각의 시기를 1령, 2령 하는 식으로 부른다. \n\n탈피(허물 벗기)는 모든 절지동물이 견뎌야 하는 복잡하고 시간이 걸리는 위험한 과정이다. 탈피는 곤충이 일정한 크기에 이르면 체벽에 잇는 감지기가 뇌에 신호를 보내면서 시작되는 것으로 알려져 있다. 허물 벗기는 묵은 큐티클을 새로 활성화한 표피에서 분리하고 새로운 큐티클을 만들어 단단하게 만든다. 곤충의 애벌레가 한번 탈피해서 다시 탈피할 때까지의 시기를 영으로 구분한다. 유충이 몇 번 탈피해서 성충이 되는가 하는 것은 종에 따라 다르다. 어떤 파리는 4번의 탈피로 끝내는가 하면, 딱정벌레의 유충은 번데기가 될 때까지 27번이나 탈피를 한다.\n\n애벌레는 성충이 되는 과정에서 형태가 변화는 변태를 한다. 변태는 애벌레의 모습이 남아있는 불완전 변태와 완전히 그 모습이 변하는 완전 변태로 나눈다. 유시아강에 속하는 곤충들 가운데 일부만이 완전변태를 한다. 불완전변태는 유충이 성충과 비슷한 점이 있고, 초기부터 날개와 외부생식기를 외부에서도 볼 수 있으며, 탈피할 때마다 커져 최후의 탈피에서 성충이 되는데 반하여, 완전변태는 유충이 성충과는 전혀 달라서 날개 등을 외부에서는 전혀 볼 수 없고, 휴지기인 번데기 시기에 최후의 탈피인 우화(羽化)를 함으로써 성충이 된다. 또 완전변태 중에서 유충기의 탈피 때마다 형태가 달라지는 기생벌 등이 있는데, 이런 경우를 과변태(過變態)라고 한다.\n\n변태와 탈피는 뇌의 분비세포에서 나온 호르몬이 전흉선(前胸腺) 또는 그 상동기관(相同器官)을 자극하여 에크디손(ecdyson)의 분비를 촉진시킴으로써 일어나는데, 그 때 알라타체(體)에서 나온 유충호르몬이 충분히 있어야 한다. 유충의 말기에 알라타체 호르몬의 분비가 정지되면 억제 당했던 성충의 형질이 나타나 번데기가 되고 이어서 우화가 일어난다.\n\n유충이란 좁은 뜻으로는 완전변태를 하는 종류의 유기(幼期)를 가리키는 것으로서, 성충과는 형태가 전혀 다르며 구더기, 장구벌레 등이 이 시기이다.이것은 번데기를 거쳐 성충이 되는데, 번데기로 될 때 고치를 짓거나 땅속에 집을 만드는 것도 있다. 불완전변태를 하는 종류의 유기를 약충(若蟲)이라하여 구별하기도 한다.",뇌에 탈피 신호를 보내는 부위는?,"{'answer_start': [263], 'text': ['체벽에 잇는 감지기']}",체벽에 잇는 감지기,1240,18,10,263
mrc-0-003685,41737,페데리코 다 몬테펠트로,"""이탈리아의 빛""이라는 별명을 지닌 페데리코는 문화 계몽에 기여한 이탈리아 르네상스 역사의 중요한 인물이였다. 그는 그의 인문주의적 교육 원칙을 통해서, 자신의 소국에 정의와 안정을 주려고 하였다. 그는 바티칸 외부에 있는 최고의 종합 도서관을 짓기 위해서, 그의 스크립토륨에 최고의 복사가들과 편집자들을 고용하였고, 초창기에 교육을 받던 라파엘로 산치오 같은 예술가들을 후원하였다. 그는 글작가 크리스토포로 란디노의 후원자이기도 하였다.\n\n페데리코는 구비오와 우르비노에 있는 자신의 궁전에 스투디올로(사색 또는 연구를 하던 작은 서재)를 주문하였는데, 두 스투디올로는 마커트리로 장식을 한 트롱프 뢰유로 유명하다. 전자는 여전히 현위치에 있고, 후자는 메트로폴리탄 미술관에서 소장중이다. 섬네일|left|페데리코 다 몬테펠트로의 구비오 스투디올로의 모습.\n\n페데리코는 전사하거나 부상을 당한 병사들을 신경썼으며, 그 예로 병사들의 딸들에게 지참금을 주었다. 그는 종종 우르비노 거주민들의 행복을 알고 싶어해 상점들이 있는 무장과 호위 없이 우르비노의 거리를 산책했었다. 옛 그리스에서 정의했던 것처럼 우르비노의 남성들인, 모든 ""시민들""은 신분에 상관없이 평등하였다. 그의 학문적 관심은 고전학이였으며, 그 중 특히 역사와 철학이였다. \n\n그의 개인적이고 전문적인 모든 성과물들은 용병 활동을 통해 재원받았다. 병사들의 복지에 대한 헌신으로, 그의 병사들은 대단히 충성깊었고, 놀랍게도 그는 전쟁에서 단 한번도 패배한 적이 없었다. 그는 대부분의 군장들을 달고 있었다. 잉글랜드의 에드워드 4세는 그에게 가터 훈장을 내려주었으며, 그는 페드로 베루게테가 그린 초상화에서 그의 왼쪽 무릎에 가터 훈장을 달고 있다.",페리데코가 궁전으로 주문한 서재는 무엇으로 널리 알려져 있었나요?,"{'answer_start': [321], 'text': ['마커트리로 장식을 한 트롱프 뢰유']}",마커트리로 장식을 한 트롱프 뢰유,853,36,18,321
mrc-0-005077,33495,서울 상부암 석불입상,"이 불상은 광진구 광장동 상부암에 봉안되어 있는 석불입상으로 원래 불상 전체에 두껍게 호분이 발라져 있었으나, 최근에 호분이 벗겨진 뒤에 원래의 모습이 드러나게 되었다. 전체적으로 머리가 큼직하고 신체가 날씬한 석불입상으로 머리가 신체에 비해서 높고 큼직하며, 육계도 유난히 큰 것이 특징이다. 머리와 육계 앞면이 다소 깨어졌지만, 머리칼은 소발(素髮)로 표현된 것을 알 수 있다\n\n얼굴은 사각형에 가깝게 넓지만 양감이 부드럽고 유연하며 눈, 코, 입이 단아하고 미소를 띠고 있어서 원만하게 보인다. 귀는 적당하게 길지만 앞 머리카락 한 줄이 내려와 귀의 중심을 가로 질러 위 귀볼 가장장리를 형성하는 매우 이례적인 모양을 표현하고 있다\n\n목은 절단된 것을 붙였고, 상체는 짧지만 단아하며 허리가 잘록하고, 하체는 좌우의 다리를 분명하게 나타내어 양감이 매우 뚜렷하다. 오른손은 가슴에 들어 꽃가지를 든 형상으로 주먹을 쥐었고, 왼손은 내려 옷자락을 잡고 있다\n\n양어깨를 다 덮고 있는 통견의 얇은 법의는 양팔을 돌아 계단식 옷주름을 보이고, 가슴 앞에서 U자형을 이루다 두 다리 사이로 내려와 다시 U자형을 형성하는 이른바 우전왕(優塡王)식 착의법을 보여주고 있다. 이와 같은 착의법은 짧은 상체에 잘록한 허리, 양감이 두드러진 두 다리 등의 신체와 함께 통일신라 8세기 금동불입상 양식의 수용을 보여주고 있으며, 팔의 형태와 계단식 옷주름은 9세기 불상을 계승한 점도 엿보이고 있어서 이 불상이 9세기 후반 내지 10세초에 조성된 불상임을 추정할 수 있다\n\n대좌는 둥근 연화문 대좌 위의 앙련이며, 연화좌 아래의 하단은 사각형으로 이루어졌고, 큼직한 복련이 새겨져 있는데 형태상 9세기 연화문과 유사한 것으로 판단된다\n\n이 불상은 부분적으로 손상되어 보존상태가 완전하다고는 볼 수 없으나 서울지역에서 흔하지 않은 나말여초 불상의 양식적 특징을 잘 간직하고 있는 중요한 자료이다",잘록한 허리가 두드러지게 옷을 입는 방법은?,"{'answer_start': [580], 'text': ['우전왕(優塡王)식 착의법']}",우전왕(優塡王)식 착의법,950,24,13,580
mrc-1-001358,12186,티칼,"629년 티칼은 식민도시인 도스 필라스를 세웠다. 도스 필라스는 티칼 남서쪽으로 약 110km 떨어진 도시로, 강을 통한 교역로를 통제하기 위한 군사 전초 기지의 용도로 세워진 것으로 추정된다. 티칼 왕의 형제였던 '발라즈 찬 카이이'가 635년에 4살의 나이로 도스 필라스의 왕위에 올랐고, 이후 티칼의 충실한 신하로 봉사했다. 이후 20년 동안 도스 필라스는 칼라크물의 침략을 끊임없이 받았고, 결국 발라즈 찬 카이이는 칼라크물에 잡혀가는 신세가 되었다. 허나 발라즈 왕은 제물로 바쳐지는 대신, 칼라크물에 충성한다는 조건으로 도스 필라스의 왕으로 재임명되었고 657년에 티칼을 공격하여 당시 티칼의 왕이었던 '누운 우졸 차악'을 도시를 버리고 피난가는 신세로 만들기도 했다. 허나 발라즈는 티칼의 왕족이었음에도 불구하고 왕위를 요구하지 않았고, 도스 필라스의 왕으로 남았다. 이후 전열을 가다듬은 티칼이 672년에 도스 필라스를 역습했고, 발라즈 찬 카이이는 생애의 마지막 5년을 도망자 신세로 보내게 된다. 한편 칼라크물은 엘 페루, 카라콜, 도스 필라스와 같은 도시들을 이용하여 티칼을 포위하기 위해 노력하였다.\n\n682년, 자소우 찬 카이이 1세가 120년 만에 티칼에 새로운 신전을 세우고 다시 '카룸테'의 지위를 획득하였다. 이로서 티칼 공백기가 끝났다. 그는 티칼을 강력하게 발전시키는 데에 크게 기여했고, 칼라크물과의 전쟁에서 전세를 역전시키는 데 성공하여 칼라크물을 궁지에 몰아넣었다. 칼라크물은 이 이후로 기나긴 쇠퇴기에 접어들었고, 다시는 회복하지 못했다. 칼라크물은 이 시기 이후 승리를 기념하는 건축물을 단 1개도 세우지 못했다.",어린아이임에도 불구하고 도스필라스의 왕이 된 사람은?,"{'answer_start': [120], 'text': [""'발라즈 찬 카이이'""]}",'발라즈 찬 카이이',817,29,11,120
mrc-0-003332,24723,하프라이프의 등장인물 목록,"그리고리 신부(Father Grigori)는 게임 하프라이프 2의 레이븐홈 챕터에서 등장하는 캐릭터이다.\n\n그리고리 신부는 원래 레이븐홈의 러시아 정교회 성당의 신부로 지내고 있었다.\n\n고든이 레이븐홈에 도착했을 당시, 그는 그때도 마을 분위기에 비해 상당히 깨끗한 청남색 신부복을 입고 금빛 십자가가 달린 목걸이를 하고 있었으며 대머리에 비해 대조적으로 덥수룩한 턱수염을 가지고 있었다.\n\n평범한 광산 마을을 가장하고 반군기지로서 존재하던 레이븐홈은 어느날 반군의 주둔 사실을 알아챈 콤바인의 헤드크랩을 담은 로켓의 폭격을 받아 그리고리 신부를 제외한 모든 사람이 헤드크랩에 물려 좀비가 되어 마을 안을 배회하게 되었다. 목숨을 부지한 그리고리 신부는 살아남기 위해 레이븐홈을 전전하며 좀비들을 '구원하기' 위한 수많은 인공 함정을 만들어놓고 그들을 레이븐홈 내에서 소탕하기 위해 계속해서 싸운다.\n\n그러던 와중 콤바인의 습격으로 인해 블랙 메사 동부에서 도망쳐왔던 고든 프리맨과 만나게 되고, 좀비와 헤드크랩을 쏴죽이거나 좀비를 상대로 강력한 위력을 발휘하는 산탄총을 던져주는 등, 여러 도움을 주며\n고든이 끝까지 헤쳐나와 자신의 성당으로 오도록 유도한 후에 공동묘지에서 고든과 함께 윈체스터 장총으로 좀비들을 소탕하며 레이븐홈의 밖으로 나가는 곳으로 인도해준다.\n\n그를 볼 수 있는 마지막 장소인 광산 출구에서, 그는 불길 너머로 모여 드는 좀비들을 구원하며 광소(狂笑)와 함께 종적을 감춘다. 에피소드 1의 요새 붕괴로 인하여 17번 지구와 그 외곽이 방사능에 뒤덮임에 따라 그리고리 신부는 죽었을 것이라는 추측이 있지만 확실치는 않다.\n\n그리고 신부가 산탄총을 줄 때, 치트로 날아가면 신부의 총 에나벨을 얻을 수 있다.",고든 프리맨이 레이븐홈을 떠날 수 있도록 도와준 사람은?,"{'answer_start': [0], 'text': ['그리고리 신부(Father Grigori)']}",그리고리 신부(Father Grigori),869,31,23,0
mrc-0-005170,44302,삼성 타워팰리스의 계획,"도곡 단지 전체에 4계절 녹음과 단풍이 풍성할 수 있는 계획을 하고 인도를 넓게 확장하여 보행자와 어린이에게 안전을 확보함과 동시에 휴게공간을 제공하는 것이 주요 의도이다. 타워팰리스 Ⅰ과 Ⅱ사이를 지 나는중앙로의 가로변에는 2열의 느티나무 가로 군을 엇배치 형식으로 조성하여 여름에는 벤치와 함께 한적한 보도 위의 그늘 휴게공간으로 상가 전면에 계획하였다. 이는 판상형 아파트가 아닌 타워형 초고층 주거로 계획함으로써 지상부 공개공지의 확보가 있었기에 가능한 일이다. (타워팰리스 Ⅰ과 Ⅱ사이 가로의 조경) B동에서 대지 경계를 따라 양재천 변이 위치한다. 지상에서 여유로운 대지는 산책로와 정원들로 구성된 주민을 위한 공간으로 이용되며 이 행위를 위한 소음 차단은 천변의 언덕에 자연적 울타리를 조성함으로써 가능하였다. 모든 시민이 이용하는 천변의 녹지와 단지 주민이 이용하는 산책로 사이에서 (프라이버시와 공공성의 사이에서) 천연 언덕과 식재를 통한 녹지는 좋은 중재안이었다. ( B동 앞의 조경 단면) 초고층 주거건축물의 경우 단지의 규모상 지상 1층에서의 차량 선회 동선이 길어짐으로 지상부에서 사람의 활동에는 많은 제약이 따르고 안전도 확보되기 어려운 것은 피할 수 없는 현실이었다. 이를 위한 대안으로 선택된 것이 지상부에서 사람이 밟을 수 있는 면적을 늘리는 대안 - ’덱’라는 장치였다. 인공 상판을 도입하는 부분에서 조경과 시설물 계획, 충분한 층고 확보, 덱 조경의 토심 확보, 시각 투과의 다양성 제공 등 많은 점검을 통해 덱 이 인공 조형 공간이 아닌 새로운‘지반’으로서 느껴질 수 있도록 했다. (중앙 플라자 덱의 조경 단면) 이처럼 본 단지에서 덱과 로터리는 단지의 동선과 조경 그리고 환경계획 면에서 중심의 위치에 있다. 모든 세대에서 하향 조망이 가능하며 차량 진입시 로터리를 돌면서 맞이하는 중심부의 녹지공간은 마을 어귀의 둥그나 무 같은 지시물 역할을 하게 된다. 덱을 주로 이용하는 단지 주민에게도 로터리와 중앙 조경수는 주민들 전체의 의식 속에 살아있는 마을(단지)의 중심으로 기억될 것이다. 이 밖에도 고층부에서 녹지를 가깝게 접할 수 있는 공간을 두기 위해 옥상정원을 계획하였다.",초고층 주거에서 차량과 사람의 활동 범위 중복을 최소화하는 장치는?,"{'answer_start': [663], 'text': ['덱']}",덱,1075,37,1,663
mrc-0-005037,19012,이명한 (조선),"1616년(광해군 8년)에 대과에 급제하여 승문관정자·성균관전적·공조좌랑 등을 지냈다. 인조가 즉위하자 명문의 자제라 하여 경연 시독관이 되었고, 이괄의 난 때는 왕을 모시고 공주로 피란하였다. 그리고 교리·이조좌랑·사간·부응교·종부시정·이조참의·동부승지·좌부승지·우승지·남양부사·부제학·대사간·좌승지·수찬관·대사성·병조참의·도승지·강원도관찰사·한성부우윤·대사헌·예문관제학·대제학·이조판서·우빈객·좌빈객을 연이어 지냈다. 1645년 명나라와 몰래 서신 교환을 했다 하여 청나라에 잡혀 갔다가 돌아온 후, 예조판서를 지냈다.\n\n그는 인품이 온유하고 성리학에 밝았으며 시와 글씨에 재능이 있었다고 한다. 이명한의 인품을 전하는 한 일화가 있다. 병자호란 당시 모친을 모시고 강화도로 피난갔는데 섬이 적에게 넘어가고 말았다. 때마침 한양에서 서로 안면을 익힌 한 사대부가 자신의 식솔들을 데리고 배에 올라 섬을 빠져나가는 광경을 목격했다. 이명한은 자신은 죽어도 좋지만 늙은 노모를 모시고 가달라고 애원했지만 보기좋게 외면당하고 말았다. 난리가 끝난 뒤 친척들이 이 사실을 알고 그 몰인정한 작자가 누구인지 물었다. 그러나, 이명한은 그 사람의 이름을 잊어버렸다며 의외의 대답을 내놓았다.\n\n병자호란 때, 화의를 반대했다가 선양까지 잡혀갔던 울분을 노래한 시조 6수가 전한다.",이명한의 부탁을 외면한 인물의 지위는?,"{'answer_start': [426], 'text': ['사대부']}",사대부,659,21,3,426
mrc-1-001136,16753,명탐정 코난: 천국으로의 카운트다운,"니시타마 시로 캠프를 갔다 돌아오던 소년탐정단. 돌아오는 길에 새로 새워진 대형 건물 트윈타워 빌딩을 발견했다. 모처럼 구경이나 하고 가려고 잠깐 들렀다 코고로와 란 부녀를 만났다. 알고보니 트윈타워 빌딩의 건물주 토키와 미오는 코고로의 대학후배였던 것이다. 이후 다함께 개관식 준비가 진행중인 건물 안을 둘러보고 있는데 코난은 창문 너머 진의 자동차인 포르쉐 356A를 발견했다. 급히 쫓아갔지만 이미 진의 차는 사라진 후였다. 이때부터 그는 진이 왜 여기에 나타났는지 의심하기 시작한다.\n\n그날밤, 트윈타워 B동 67층 스위트룸에 머물고 있던 시 의원 오오키 이와마츠가 살해당한채로 발견됐고 그의 옆에는 깨진 술잔이 있었다. 이후 사건이 해결되기도 전에 하라 토키와 그룹 전무 이사이자 프로그래머인 하라 요시아키도 시체로 발견됐다. 그의 시체 옆에도 깨진 술잔이 있었다. 경찰은 금세 트윈타워 관계자를 노린 연쇄살인 사건이란걸 알고는 미오에게 개관식을 연기해달라고 부탁했지만 미오는 딱 잘라 거절했고 경비를 심어놓겠다는 제안도 즐거워야할 행사장에 경찰들이 어슬렁거리는걸 보면 사람들이 불편해한다며 거부했다.\n\n시간이 흘러 트윈타워 개관 당일, 이번에는 건물주 미오가 홀 무대에서 시체로 발견됐고 설상가상으로 지하 4층 TOKIWA의 메인컴퓨터가 폭발해버리며 A동에 화제까지 나고 만다. 경찰들은 사건조사는 잠시 미뤄두고 사람들부터 대피시키기 시작했고 코난은 단박에 진과 워커가 셰리(하이바라)를 제거하기 위해 건물에 폭탄을 설치했다는걸 알게된다. 그리고 오도가도 못하고 시한폭탄이 설치된 홀에 갇히는 신세가 되자 기막힌 탈출법을 떠올린다.",트윈타워에서의 살인사건 현장에 있던 증거품은 무엇인가?,"{'answer_start': [342], 'text': ['깨진 술잔']}",깨진 술잔,811,30,5,342
